# Version 1.0
# DOI None
# Source None
# Experiment JetScape
# System PbPb5020
# Centrality 70to90
# XY AJ DNDAJ
# Label xmin xmax y stat,low stat,high sys,low sys,high
0.000000000000000000e+00 2.500000000000000139e-02 1.987800000000000122e-01 2.000000000000000042e-03 2.000000000000000042e-03 1.000000000000000021e-03 1.000000000000000021e-03
2.500000000000000139e-02 5.000000000000000278e-02 1.859099999999999919e-01 2.000000000000000042e-03 2.000000000000000042e-03 1.000000000000000021e-03 1.000000000000000021e-03
5.000000000000000278e-02 7.500000000000001110e-02 1.650999999999999968e-01 2.000000000000000042e-03 2.000000000000000042e-03 1.000000000000000021e-03 1.000000000000000021e-03
7.500000000000001110e-02 1.000000000000000056e-01 1.343499999999999972e-01 2.000000000000000042e-03 2.000000000000000042e-03 1.000000000000000021e-03 1.000000000000000021e-03
1.000000000000000056e-01 1.250000000000000000e-01 1.059900000000000009e-01 2.000000000000000042e-03 2.000000000000000042e-03 1.000000000000000021e-03 1.000000000000000021e-03
1.250000000000000000e-01 1.499999999999999944e-01 7.845000000000000584e-02 2.000000000000000042e-03 2.000000000000000042e-03 1.000000000000000021e-03 1.000000000000000021e-03
1.500000000000000222e-01 1.750000000000000167e-01 5.276999999999999746e-02 2.000000000000000042e-03 2.000000000000000042e-03 1.000000000000000021e-03 1.000000000000000021e-03
1.750000000000000167e-01 2.000000000000000111e-01 3.420999999999999736e-02 2.000000000000000042e-03 2.000000000000000042e-03 1.000000000000000021e-03 1.000000000000000021e-03
2.000000000000000111e-01 2.250000000000000056e-01 2.097999999999999865e-02 2.000000000000000042e-03 2.000000000000000042e-03 1.000000000000000021e-03 1.000000000000000021e-03
2.250000000000000056e-01 2.500000000000000000e-01 1.132000000000000020e-02 2.000000000000000042e-03 2.000000000000000042e-03 1.000000000000000021e-03 1.000000000000000021e-03
2.500000000000000000e-01 2.750000000000000222e-01 6.629999999999999609e-03 2.000000000000000042e-03 2.000000000000000042e-03 1.000000000000000021e-03 1.000000000000000021e-03
2.750000000000000222e-01 3.000000000000000444e-01 3.040000000000000167e-03 2.000000000000000042e-03 2.000000000000000042e-03 1.000000000000000021e-03 1.000000000000000021e-03
3.000000000000000444e-01 3.250000000000000666e-01 1.479999999999999979e-03 2.000000000000000042e-03 2.000000000000000042e-03 1.000000000000000021e-03 1.000000000000000021e-03
3.250000000000000111e-01 3.500000000000000333e-01 6.300000000000000261e-04 2.000000000000000042e-03 2.000000000000000042e-03 1.000000000000000021e-03 1.000000000000000021e-03
3.500000000000000333e-01 3.750000000000000555e-01 2.200000000000000078e-04 2.000000000000000042e-03 2.000000000000000042e-03 1.000000000000000021e-03 1.000000000000000021e-03
3.750000000000000000e-01 4.000000000000000222e-01 8.000000000000000654e-05 2.000000000000000042e-03 2.000000000000000042e-03 1.000000000000000021e-03 1.000000000000000021e-03
4.000000000000000222e-01 4.250000000000000444e-01 4.000000000000000327e-05 2.000000000000000042e-03 2.000000000000000042e-03 1.000000000000000021e-03 1.000000000000000021e-03
4.250000000000000444e-01 4.500000000000000666e-01 1.000000000000000082e-05 2.000000000000000042e-03 2.000000000000000042e-03 1.000000000000000021e-03 1.000000000000000021e-03
4.500000000000000111e-01 4.750000000000000333e-01 1.000000000000000082e-05 2.000000000000000042e-03 2.000000000000000042e-03 1.000000000000000021e-03 1.000000000000000021e-03
4.750000000000000333e-01 5.000000000000000000e-01 0.000000000000000000e+00 2.000000000000000042e-03 2.000000000000000042e-03 1.000000000000000021e-03 1.000000000000000021e-03
5.000000000000000000e-01 5.250000000000000222e-01 0.000000000000000000e+00 2.000000000000000042e-03 2.000000000000000042e-03 1.000000000000000021e-03 1.000000000000000021e-03
5.250000000000000222e-01 5.500000000000000444e-01 0.000000000000000000e+00 2.000000000000000042e-03 2.000000000000000042e-03 1.000000000000000021e-03 1.000000000000000021e-03
5.500000000000000444e-01 5.750000000000000666e-01 0.000000000000000000e+00 2.000000000000000042e-03 2.000000000000000042e-03 1.000000000000000021e-03 1.000000000000000021e-03
5.750000000000000666e-01 6.000000000000000888e-01 0.000000000000000000e+00 2.000000000000000042e-03 2.000000000000000042e-03 1.000000000000000021e-03 1.000000000000000021e-03
6.000000000000000888e-01 6.250000000000001110e-01 0.000000000000000000e+00 2.000000000000000042e-03 2.000000000000000042e-03 1.000000000000000021e-03 1.000000000000000021e-03
6.250000000000000000e-01 6.500000000000000222e-01 0.000000000000000000e+00 2.000000000000000042e-03 2.000000000000000042e-03 1.000000000000000021e-03 1.000000000000000021e-03
