# Version 1.0
# DOI None
# Source None
# Experiment JetScapeRun2
# System PbPb5020
# Centrality 0to10
# XY X Y
# Label xmin xmax y stat,low stat,high sys,low sys,high
1.000000000000000000e+01 1.200000000000000000e+01 3.957244246838568236e-01 1.000000000000000021e-02 1.000000000000000021e-02 5.000000000000000104e-03 5.000000000000000104e-03
1.200000000000000000e+01 1.400000000000000000e+01 4.038821530372891933e-01 1.000000000000000021e-02 1.000000000000000021e-02 5.000000000000000104e-03 5.000000000000000104e-03
1.400000000000000000e+01 1.600000000000000000e+01 4.343819867169421145e-01 1.000000000000000021e-02 1.000000000000000021e-02 5.000000000000000104e-03 5.000000000000000104e-03
1.600000000000000000e+01 1.800000000000000000e+01 4.536251690801280656e-01 1.000000000000000021e-02 1.000000000000000021e-02 5.000000000000000104e-03 5.000000000000000104e-03
1.800000000000000000e+01 2.000000000000000000e+01 4.643149169385303865e-01 1.000000000000000021e-02 1.000000000000000021e-02 5.000000000000000104e-03 5.000000000000000104e-03
2.000000000000000000e+01 2.300000000000000000e+01 4.750096091549479427e-01 1.000000000000000021e-02 1.000000000000000021e-02 5.000000000000000104e-03 5.000000000000000104e-03
2.300000000000000000e+01 2.600000000000000000e+01 5.211290801885417601e-01 1.000000000000000021e-02 1.000000000000000021e-02 5.000000000000000104e-03 5.000000000000000104e-03
2.600000000000000000e+01 2.900000000000000000e+01 5.553337923378675045e-01 1.000000000000000021e-02 1.000000000000000021e-02 5.000000000000000104e-03 5.000000000000000104e-03
2.900000000000000000e+01 3.200000000000000000e+01 5.947456833211612892e-01 1.000000000000000021e-02 1.000000000000000021e-02 5.000000000000000104e-03 5.000000000000000104e-03
3.200000000000000000e+01 3.800000000000000000e+01 6.478701074932797788e-01 1.000000000000000021e-02 1.000000000000000021e-02 5.000000000000000104e-03 5.000000000000000104e-03
3.800000000000000000e+01 4.500000000000000000e+01 7.463386536829578199e-01 1.000000000000000021e-02 1.000000000000000021e-02 5.000000000000000104e-03 5.000000000000000104e-03
