# Version 1.0
# Parameter A B C
9.782411327236648635e-01 2.076838198651422829e-01 8.476964382665840292e-01
6.155842916764638906e-01 6.993495654476791223e-01 1.832904306159582886e-01
2.755050531222112964e-01 1.338337544465995066e-03 6.992493861834578883e-01
2.429636313141654291e-01 2.924101332840836065e-01 8.026584930879354651e-02
3.325660307041455876e-02 9.885420691136761473e-01 8.814541527616210903e-01
5.304160839555781548e-01 2.226059269751509140e-01 8.870357852154864275e-01
9.768419303075818183e-01 7.363279517998432278e-01 9.798007596704348954e-01
2.253429267015828463e-01 5.782081284312748926e-01 1.665769065869221466e-01
1.491366361275814345e-02 4.816583915667406179e-01 7.713447963424632237e-01
1.142979447757289657e-01 6.192934846748854305e-01 1.940153145482814701e-01
3.387106201193146315e-02 6.546859997917365837e-01 2.142190487123640796e-01
2.072812023378357571e-01 6.754897160180575177e-01 7.593847668854326605e-01
3.306581760851757812e-01 3.737671993345805799e-01 2.049221416704272158e-01
2.197616208205703803e-01 8.810140642663275568e-01 2.097725022364503866e-01
5.391170780988860933e-01 9.896584104898320522e-02 3.271158700076329806e-01
2.139909186787686268e-01 6.854903898842192866e-01 6.256364223247232736e-01
6.889614455356296574e-03 9.853715710642435566e-01 2.339525553167421945e-01
2.687809082972381081e-01 5.818332214422833326e-01 4.490687898980824100e-01
1.770094297757187629e-01 5.938358243553112370e-01 2.041492197482713822e-01
7.295099515301105564e-01 7.973346782114043574e-02 2.268236780015943088e-01
4.723963702155933309e-01 4.037494829833943033e-01 1.464410075407812650e-01
1.377235070972676612e-01 8.159300074468848196e-01 6.885071600868450936e-01
9.491791059175258560e-01 4.738956418295673378e-01 3.017755055390397567e-01
2.054063797871500396e-01 7.254058273419108360e-01 6.197477838404278350e-01
6.991713769472051032e-01 6.058747985974417549e-01 3.648196518968475077e-01
7.742852160562679886e-01 6.100814432542862598e-01 6.487815327306312163e-01
4.875007558229389470e-01 4.449808264274746072e-02 8.183746710609794972e-01
9.608616963927851806e-02 4.696297763394456926e-01 3.847487696368965260e-01
8.818788036614527703e-01 7.331731306264110959e-01 3.618813448476624339e-01
6.363352079553977747e-01 8.409618386737262030e-01 7.511143851482634526e-01
3.518902460601800453e-01 1.680183141202475916e-01 2.827350296391618611e-01
1.508620224453056657e-01 7.032526230914581955e-02 5.872350765417789775e-01
4.830231337743692288e-01 1.024468981680191071e-01 3.030813235573474040e-01
1.234831417692376920e-01 7.260354263226100890e-01 1.849300375026853294e-01
3.123039190797872733e-01 1.159596558496034380e-02 5.402696521649265060e-01
8.257195928571456900e-01 9.087121425900526184e-01 5.680391956692476541e-01
6.963069271545085925e-01 7.879100323659303795e-01 7.856163350302119985e-01
4.777167276649790795e-01 5.216963220507242482e-02 9.877029790317781721e-01
7.374383617423699855e-01 4.489085119007985014e-02 4.566242223056838911e-01
9.071143075733461014e-01 4.643009040662355869e-01 6.998905610023390400e-01
3.235166306229388944e-01 5.014141837803927082e-01 3.472626352385216331e-01
3.235542187173094941e-01 9.529303396338080212e-01 9.061763476039866871e-01
5.442948682814019445e-01 8.753376801831255216e-01 9.533734196825069951e-01
6.702039749334148810e-01 4.754011515697745827e-01 6.171850096908515493e-02
3.860770384927725285e-02 1.263888391180526538e-01 5.525973124719072427e-01
5.469030745367801094e-01 2.944967902544640692e-01 5.852348000108476000e-02
9.587798898201176367e-01 9.486735187294452754e-01 1.117252572839746438e-01
4.026108152007761287e-01 4.957943274205209860e-01 6.426805316394713641e-01
7.749309173316144550e-01 2.207404271448412114e-01 2.762955353172966699e-01
3.816879996834510180e-01 9.892895663370837589e-01 8.521280849524636158e-01
4.421738060791413627e-02 1.083309159852224868e-01 7.921057213094839788e-01
8.622425664081492247e-01 8.882038264076299594e-01 9.646389083453689173e-01
5.620072678367598051e-01 8.698466424978560374e-01 7.372689986764872083e-01
8.413010992656786424e-01 6.581500424909253466e-01 8.721041063212542355e-01
8.786940437570448514e-01 5.049187576863982674e-01 2.081435437446258474e-01
9.460933827509254712e-02 1.238511096383112520e-01 4.281679854512390193e-01
6.524205881939169061e-01 3.125561031306389737e-02 1.981300688085789741e-01
6.770602401778075263e-01 8.998721035926179335e-01 4.357148345241177445e-01
9.966793712348255285e-01 6.494132321354180171e-01 2.728692943236943336e-02
1.205743409019538470e-01 5.008862360148464976e-01 5.992072919893425276e-01
7.880378129118426056e-02 1.041697794129181620e-02 3.187363317351555869e-01
2.049861939127202159e-01 6.163279276322608524e-01 1.720116612800909328e-01
2.570442611749229611e-01 7.624763663461037178e-01 5.413324869561031427e-01
4.120455699099138114e-01 5.852741403987147262e-01 4.152096593199684493e-01
5.858894988085847633e-01 2.110081288975267366e-01 3.628045577072549488e-01
5.595142625096249933e-02 6.648463850348934612e-01 1.552918806827928710e-01
5.129641625012659745e-01 1.231571922265518593e-01 3.977787689034817387e-01
7.790735167689857299e-01 8.426659782764356343e-02 4.120002302350097567e-01
1.683756042809018139e-01 9.721574964765582472e-01 8.597891507910113695e-01
9.564822393423904057e-01 7.391911263605844828e-01 7.436859751334686797e-01
1.235061728439869055e-01 3.882605808999736174e-01 1.840292597138848407e-01
4.749016179363669821e-01 6.410568963676481768e-01 3.169666080020316912e-01
5.334362534978794868e-01 9.730633577351152086e-01 5.069263751708757981e-01
8.241002527750020956e-01 4.232401463319800383e-01 7.156358736083644478e-01
7.511518258963371109e-01 4.787368032693022357e-01 4.480770821630601919e-01
2.196097153390348389e-01 7.325797074196769287e-01 7.853854702970718416e-01
1.773943140053065859e-01 3.645681656550672223e-01 9.754998656840734306e-01
3.412221473057137633e-01 9.899416507094996875e-01 7.006473724780816204e-01
6.962268261014917803e-01 6.422495412280638805e-01 5.134834077471350788e-02
5.993326973864576690e-01 5.563488935574223415e-02 6.698802947725075452e-01
8.639237364141439945e-01 5.426367798865953107e-01 6.608510491503869488e-01
7.937021695919477260e-02 3.013780286829581545e-01 1.730947717441608802e-01
3.824841979591733221e-01 2.804339307855668872e-01 3.011239168523899279e-01
3.103038417158806572e-01 8.543244587011036284e-01 3.819064767667417204e-01
9.344079419813944298e-02 8.737255867428816991e-02 9.974383759828390206e-01
6.125575401285795474e-01 6.935579753265926906e-01 8.577467720149893893e-01
6.480396642775649863e-01 6.442688925648043519e-01 2.735610712773366426e-01
4.417347229101630246e-01 3.280569733224975026e-01 2.131306170841372749e-01
3.295350767539890757e-01 7.557702389986052927e-01 8.853573349638477197e-02
8.434537682903623379e-01 4.011865105671347242e-01 7.602982778690023924e-01
8.495308988678912376e-01 4.170483476791477795e-01 2.428433210552114474e-01
4.179305603276162184e-01 4.331311219438751525e-01 6.981974880123538174e-01
