# Version 1.0
# Parameter A B
1.836285768247168382e-01 2.542275396393057219e-01
2.120630114575609293e-01 1.518889899973989710e-01
2.767052383237330604e-01 1.499002054526920036e-01
2.384511193445214838e-01 4.923206560412998062e-02
9.427900026977860393e-02 5.778099574384347459e-02
2.950400391439374492e-01 9.366046994416402094e-02
1.812449284024190421e-01 1.556541572169441862e-02
1.019083978993101519e-01 1.946411722690711832e-01
2.538109051903423841e-01 2.573903214195338296e-01
2.890751074811381272e-01 1.329926893188745386e-02
2.168653411397583608e-01 4.422892733944770727e-02
2.379054398717110330e-01 2.417491268209971955e-01
1.727888774922524961e-01 2.872051249804347117e-02
1.680397631514105594e-01 1.613350517361802072e-01
7.005702093317338341e-02 2.093309335762897350e-01
8.532590940728666806e-02 2.832470203299554123e-01
3.353904236124364419e-02 1.043808126591238838e-01
1.027906952771740351e-01 2.691320783306187514e-01
2.112651120111948833e-01 2.957191013156663661e-01
1.579991749685469293e-01 2.119459073658602200e-01
1.750449804339678506e-01 9.815214332515356799e-02
2.410864871166086831e-01 2.748622639379966759e-01
1.723989863142703638e-01 1.894505704906158383e-01
2.325652247070901235e-01 1.108995303932489851e-01
1.768666895845815226e-02 1.398028152645743039e-01
2.210697834564618602e-01 2.624145537947888962e-01
2.232696676890614518e-01 2.372765527259667988e-03
1.087482709025646838e-01 2.278223818874653972e-01
2.678179751256505869e-01 6.761357783736694771e-02
2.998190588451360439e-01 2.735629881674991326e-01
1.411694215005046549e-01 7.909431313864395685e-02
2.097031964522320380e-01 1.958338819476736214e-01
2.409727736052788005e-01 2.474748523202257577e-01
2.200369247511381743e-01 1.100572808326711338e-01
5.380600398136751311e-02 2.228891684763451009e-02
2.279053705260143670e-01 2.217074486887573304e-01
1.983443929983975951e-01 2.928527087064428658e-01
1.840475262363069908e-01 2.887916216134255865e-01
4.186100856232913975e-02 1.630378498968425849e-01
2.708950466171404226e-01 3.359403902670965447e-02
